id,title,description,duration,difficulty,learning_path_id
3428,Create Your Own Successful Online School To Sell Courses,Learn the ETL process effectively,2,Beginner,10
3429,Flask Tutorial Step by Step,Learn the concepts of DataBricks,2,Intermediate,2
3430,Ruby on Rails a Beginners Guide ,Learn the process of data Transformation through dbt,6.5,Beginner,5
3431,Mastering Basic CSS Selectors.,Learn python for data engineering,3,Beginner,10
3432,Create a Website Similar to Facebook from Scratch!,Learn statistics,1.5,Beginner,11
3433,Comprehensive TypeScript,Learn the basics of Node.js,4.5,Beginner,9
3434,"Essential HTML, CSS & HTML5 Training",Learn the fundamentals of JavaScript programming.,5.5,Beginner,8
3435,HTML 5 and CSS 3 - tricks and workarounds,Explore advanced CSS for modern web design.,5.5,Beginner,3
3436,"How to Register a Domain, Set Up Hosting, and Edit Web Pages","Learn the basics of html
",3,Beginner,8
3437,WordPress Plugins Treasure Chest,Learn basics of react,3,Intermediate,3
3438,Practical Understanding of PHP and MySQL,Learn the concept of nextjs,5.5,Beginner,1
3439,"AngularJS for Beginners, Single-Page Applications Made Easy",Learn the ETL process effectively,1.5,Beginner,17
3440,Building a Social Network in PHP & MySQL From Scratch,Learn the concepts of DataBricks,14,Beginner,11
3441,XML DOM - Crash Course for Beginners,Learn the process of data Transformation through dbt,0.566666667,Beginner,19
3442,Create a Powerful Website with the Cool Bootstrap Framework,Learn python for data engineering,4,Beginner,9
3443,HTML5 and CSS3 -Start building beautiful websites,Learn statistics,2.5,Beginner,3
3444,Getting Started as a Web Developer,Learn the basics of Node.js,1,Beginner,20
3445,Learn Laravel: Create Your Web App Step-By-Step,Learn the fundamentals of JavaScript programming.,4,Beginner,12
3446,Professional Web Scraping with Java,Explore advanced CSS for modern web design.,1,Intermediate,4
3447,3D Programming with WebGL and Babylon.js for Beginners,"Learn the basics of html
",2,Intermediate,12
3448,Learn to make a colorful one page website,Learn basics of react,0.566666667,Beginner,9
3449,WordPress Plugin Tutorial,Learn the concept of nextjs,0.566666667,Beginner,20
3450,Introduction to HTML,Learn the ETL process effectively,1.5,Beginner,4
3451,Learn JavaScript From Scratch:Become Top Rated Web Developer,Learn the concepts of DataBricks,5,Beginner,13
3452,"Installing Wordpress 4 - Installation, Registrars & Hosting",Learn the process of data Transformation through dbt,2.5,Beginner,13
3453,Learn PHP Programming for Absolute Beginners,Learn python for data engineering,2,Beginner,6
3454,WordPress for Beginners 2017 + Google AdSense Implementation,Learn statistics,6.5,Beginner,17
3455,JavaScript for beginners in 1 hour,Learn the basics of Node.js,1,Beginner,6
3456,HTML5 and CSS for Beginner To Expert,Learn the fundamentals of JavaScript programming.,4.5,Beginner,1
3457,Become a Kick-Ass Web Developer: From Newbie to Pro,Explore advanced CSS for modern web design.,48.5,Beginner,20
3458,Django Tutorial: Build Your First App Fast & Free! ,"Learn the basics of html
",2.5,Beginner,11
3459,Create a social network using PHP Mysqli HTML Css and JQuery,Learn basics of react,6,Intermediate,2
3460,PHP - Send and Receive Mobile Text Messages (SMS),Learn the concept of nextjs,1.5,Beginner,9
3461,Complete PHP Course with OOP Start to Finish!,Learn the ETL process effectively,2,Beginner,16
3462,Coding Made Easy: HTML & CSS For Beginners,Learn the concepts of DataBricks,1.5,Beginner,7
3463,WordPress Security - The Ultimate Security Guide,Learn the process of data Transformation through dbt,1.5,Beginner,14
3464,How to Make a Single Page Website for Freelancers & Agencies,Learn python for data engineering,1.5,Beginner,16
3465,Learn to Use jQuery UI Widgets,Learn statistics,1,Beginner,1
3466,Learn to Create Responsive Layouts in 30 Minutes,Learn the basics of Node.js,0.5,Beginner,1
3467,Web Building Starter Pack. Html Css and JQuery Animations,Learn the fundamentals of JavaScript programming.,7.5,Beginner,16
3468,Getting Started with Angular 2+,Explore advanced CSS for modern web design.,2,Beginner,12
3469,Intro to PHP Web Application Development with Symfony,"Learn the basics of html
",1.5,Beginner,5
3470,Learn OAuth 2.0 - Theory and Hands On,Learn basics of react,3,Beginner,20
3471,Learning CSS3 - A Comprehensive Tutorial For Web Developers,Learn the concept of nextjs,8,Beginner,4
3472,Professional WordPress Theme Development from Scratch,Learn the ETL process effectively,25.5,Beginner,3
3473,PHP Zend Framework 1.11:Creating a CRUD Application,Learn the concepts of DataBricks,0.583333333,Beginner,8
3474,Write quicker HTML5 and CSS 3; productivity hacks with emmet,Learn the process of data Transformation through dbt,1.5,Beginner,18
3475,The Ultimate jQuery Course,Learn python for data engineering,2.5,Beginner,16
3476,Build an Advanced Single Page with Bootstrap & WordPress,Learn statistics,6,Intermediate,1
3477,Master all PHP ideas 2017 to build any project,Learn the basics of Node.js,3,Beginner,13
3478,A Beginner's Guide to the Meteor JavaScript Framework,Learn the fundamentals of JavaScript programming.,2,Beginner,18
3479,Create an E-commerce website without any coding,Explore advanced CSS for modern web design.,0.516666667,Beginner,19
3480,Learn To Build Apps Using Play Framework,"Learn the basics of html
",5.5,Beginner,13
3481,Introducing Ionic 2,Learn basics of react,1.5,Beginner,14
3482,Learn Laravel with Database Migration & Seeding & Faker,Learn the concept of nextjs,1,Beginner,1
3483,Create a Client Network by Hosting WordPress Sites,Learn the ETL process effectively,1,Intermediate,3
3484,Introduction to PHP Slim Microframework,Learn the concepts of DataBricks,1,Intermediate,8
3485,ASP :basics for beginners,Learn the process of data Transformation through dbt,1,Beginner,20
3486,"WordPress Development With NodeJS, Gulp, Composer & More",Learn python for data engineering,4,Intermediate,6
3487,Become PHP Facebook Developer: Password-Less Authentication,Learn statistics,4,Beginner,20
3488,How To Create Your Very First Website With HTML and CSS,Learn the basics of Node.js,2,Beginner,14
3489,Learn JSON for beginners with JavaScript,Learn the fundamentals of JavaScript programming.,1.5,Beginner,2
3490,Ultimate guide to Social Media Web development integration ,Explore advanced CSS for modern web design.,2.5,Beginner,16
3491,A Complete Laravel basics from beginner to expert,"Learn the basics of html
",1.5,Beginner,13
3492,JQuery Basics - Learn JQuery From Scratch,Learn basics of react,1,Beginner,2
3493,Learn MeteorJS By Building 10 Real World Projects,Learn the concept of nextjs,15,Beginner,15
3494,JavaScript Basics for Beginners Introduction to coding,Learn the ETL process effectively,1.5,Beginner,7
3495,AngularJS Masterclass - Deep Dive & Understand AngularJS,Learn the concepts of DataBricks,6,Beginner,12
3496,HTML5 for beginners,Learn the process of data Transformation through dbt,5,Beginner,1
3497,All in one HTML CSS and JQuery,Learn python for data engineering,3,Beginner,13
3498,Responsive Design with NEW Materialize,Learn statistics,1.5,Beginner,14
3499,Create a Responsive Business Website with WordPress,Learn the basics of Node.js,5.5,Beginner,19
3500,PHP webservices,Learn the fundamentals of JavaScript programming.,0.566666667,Beginner,14
3501,JavaScript Promises: Applications in ES6 and AngularJS,Explore advanced CSS for modern web design.,2.5,Beginner,15
3502,Learn to build 20 websites and build 14 iOS9 apps with swift,"Learn the basics of html
",22.5,Beginner,18
3503,Professional CSS Flexbox,Learn basics of react,0.716666667,Intermediate,17
3504,XML :basics for beginners,Learn the concept of nextjs,0.65,Beginner,17
3505,How to create Paypal and Credit card Payment Buttons,Learn the ETL process effectively,1,Beginner,20
3506,Customizr - Learn WordPress with the ultimate creative theme,Learn the concepts of DataBricks,5,Beginner,1
3507,How To Create a Local Wordpress Environment,Learn the process of data Transformation through dbt,0.516666667,Beginner,7
3508,Fun and creative web engineering with Python and Web2py,Learn python for data engineering,2,Beginner,2
3509,WordPress for Beginners - Build Your First Website in 2017,Learn statistics,7,Beginner,16
3510,Learn to Make an Animated Image Gallery using HTML5,Learn the basics of Node.js,1,Beginner,19
3511,Projects in Foundation Framework - Learn By Building 10 Apps,Learn the fundamentals of JavaScript programming.,10,Beginner,5
3512,Drupal for Beginners,Explore advanced CSS for modern web design.,5,Beginner,19
3513,Laravel : CRUD Application Using AJAX In Laravel 5.3,"Learn the basics of html
",1,Intermediate,6
3514,Foundations of Front-End Web Development,Learn basics of react,20.5,Beginner,19
3515,Angular 2 - Superheroic Framework,Learn the concept of nextjs,3,Beginner,5
3516,Social Network Web Development,Learn the ETL process effectively,8,Beginner,2
3517,For Free - Deploy Quickly Spring Boot on Heroku With MySQL,Learn the concepts of DataBricks,1,Beginner,19
3518,Building Web Applications with Spring MVC,Learn the process of data Transformation through dbt,3,Beginner,17
3519,"HTML5, CSS3 & Bootstrap - How to Create a Responsive Website",Learn python for data engineering,3.5,Beginner,3
3520,HTML & CSS - Learn to build sleek websites ,Learn statistics,3.5,Beginner,2
3521,Master Angular 2 - The No Nonsense Course,Learn the basics of Node.js,2.5,Beginner,8
3522,Master ASP . NET 4 from scratch,Learn the fundamentals of JavaScript programming.,16,Beginner,15
3523,CoffeeScript: The Good Parts—Write Better javaScript,Explore advanced CSS for modern web design.,2.5,Beginner,11
3524,Mastering Magento,"Learn the basics of html
",3.5,Beginner,1
3525,Ultimate JavaScript Strings,Learn basics of react,0.616666667,Beginner,6
3526,Your Own Site in 45 Min: The Complete Wordpress Course,Learn the concept of nextjs,4,Beginner,7
3527,Redirect Your Visitors By Country Easily -Wordpress Tutorial,Learn the ETL process effectively,1,Beginner,9
3528,Learn Knockout JS Framework from GroundUp,Learn the concepts of DataBricks,5,Beginner,14
3529,Build Responsive Websites  in an Hour using Portalfin,Learn the process of data Transformation through dbt,0.733333333,Beginner,4
3530,Master Riot: Learn Riot.js from Scratch,Learn python for data engineering,3.5,Intermediate,10
3531,Learn W3.CSS,Learn statistics,0.566666667,Beginner,6
3532,Learning Axure RP,Learn the basics of Node.js,4.5,Beginner,11
3533,"Complete guide to install Wordpress, PHP on Cloud,AWS or VPS",Learn the fundamentals of JavaScript programming.,3,Beginner,7
3534,"Kids Coding -Introduction to HTML, CSS and JavaScript",Explore advanced CSS for modern web design.,7,Beginner,3
3535,Introduction to Voice Design with Amazon's Alexa,"Learn the basics of html
",0.683333333,Beginner,20
3536,How to Create a Social Network For a Niche-Related Community,Learn basics of react,2,Beginner,10
3537,Webpack 1 & 2 - The Complete Guide,Learn the concept of nextjs,6.5,Beginner,18
3538,Star Rating Project AJAX with JSON response from PHP MySQL,Learn the ETL process effectively,1.5,Beginner,1
3539,Wordpress for beginners :Build Websites Fast without Coding ,Learn the concepts of DataBricks,5,Beginner,9
3540,ASP.Net MVC Quick Start,Learn the process of data Transformation through dbt,5.5,Intermediate,6
3541,Build a Chatbot integrated Website using Bootstrap 4,Learn python for data engineering,3,Beginner,18
3542,How To Create A WordPress Website Without Paying A Developer,Learn statistics,1,Beginner,6
3543,PSD to Bootstrap 3 for Beginners using HTML & CSS,Learn the basics of Node.js,2.5,Beginner,6
3544,Build Advanced Responsive Websites with Foundation 6 & SASS,Learn the fundamentals of JavaScript programming.,22.5,Beginner,8
3545,Learn Essential Javascript Fundamentals - Lite,Explore advanced CSS for modern web design.,0.65,Beginner,10
3546,Learn HTML in 2 hours!,"Learn the basics of html
",1.5,Beginner,20
3547,Laravel 4 try and enjoy php coding,Learn basics of react,2,Beginner,5
3548,Wordpress Beginner Tutorial: Build Your First Website,Learn the concept of nextjs,1.5,Beginner,16
3549,Build Complex Express Sites with Redis and Socket IO,Learn the ETL process effectively,3.5,Intermediate,5
3550,Building a ASP.NET MVC 5 Membership Website,Learn the concepts of DataBricks,25.5,Intermediate,6
3551,Drupal Views: Introduction to Enhancing Your Drupal Website,Learn the process of data Transformation through dbt,2.5,Beginner,13
3552,Bootstrap Bootcamp - Responsive web development- 8 projects,Learn python for data engineering,7,Beginner,1
3553,Self Advertise Using PowerPoint Twitter and Facebook on ios,Learn statistics,0.6,Beginner,4
3554,Learning Bootstrap 3 - Tutorial From Infinite Skills,Learn the basics of Node.js,3,Beginner,4
3555,Practical Web Development: Make Websites Quickly And Easily,Learn the fundamentals of JavaScript programming.,2,Beginner,11
3556,"Learn animation using CSS3, Javascript and HTML5",Explore advanced CSS for modern web design.,2.5,Beginner,11
3557,Creating Interactive HTML5 Video,"Learn the basics of html
",2,Intermediate,14
3558,Optimizing Wordpress for More Speed and Revenue,Learn basics of react,0.583333333,Intermediate,17
3559,JavaScript project Learn to create a memory Game and more,Learn the concept of nextjs,1.5,Beginner,3
3560,The Complete JavaScript Bootcamp,Learn the ETL process effectively,5,Beginner,10
3561,JavaScript for Absolute Beginners,Learn the concepts of DataBricks,2,Beginner,12
3562,Complete JavaScript Course for Beginners with Easy Examples,Learn the process of data Transformation through dbt,4,Beginner,10
3563,Angular 2 Master Class with Alejandro Rangel,Learn python for data engineering,9.5,Beginner,11
3564,Quick learning jQuery web development,Learn statistics,3,Intermediate,7
3565,Google Blogger Course,Learn the basics of Node.js,3.5,Intermediate,15
3566,"Ajax in JavaScript and JQuery, with PHP - Creating Chat App",Learn the fundamentals of JavaScript programming.,1.5,Beginner,5
3567,PHP Tutorial: Learn PHP Basic Programming for Beginners,Explore advanced CSS for modern web design.,1.5,Beginner,1
3568,Mastering Modern Web Development Using React,"Learn the basics of html
",2.5,Beginner,3
3569,"Full Stack JavaScript: Learn Backbone.js, Node.js & MongoDB",Learn basics of react,2,Beginner,5
